"num","Sujeto","CIF","OBS","Razon","GWh_15","pp_ventas","Obli_ahoGWh","IEEoa_17_EUR","Ajus_16","IEEoa_17_ajus16_EUR"
"1","pp","B55249858",2.3,"2001 INTERMEDIACIÓN PETRÓLEO GIRONA, S.L.",0,0,0,0,NA,0
"2","pp","A91504464",NA,"ABENGOA BIOENERGÍA  SAN ROQUE, S.A.",0,0,0,0,0,0
"3","ee","B87177408",1,"ABOUT WHITE, S.L.",0.0295,4e-06,0.000115,7.79,0,7.79
"4","ee","B93358513",1,"ACCIÓN ENERGÍA COMERCIALIZADORA, S.L.",0.0516,7e-06,0.000201,13.63,0,13.63
"5","ee","B31737422",NA,"ACCIONA GREEN ENERGY DEVELOPMENTS, S.L.",3678.806046,0.473436,14.304454,971509.62,1364.12,972873.74
"6","ee","B25794207",1,"ADEINNOVA ENERGÍA, S.L.U.",6.034001,0.000777,0.023462,1593.48,0,1593.48
"7","ee+g","B26500231",NA,"ADELFAS ENERGIA, S.L.",6.472,0.000833,0.025165,1709.14,0.84,1709.99
"8","ee","B25687401",1,"A-DOS ENERGÍA, S.L.",11.80474,0.001519,0.045901,3117.43,0,3117.43
"9","ee+g","B66162421",NA,"ADS ENERGY 8,0, S.L.",40.59084,0.005224,0.157831,10719.35,2.12,10721.47
"10","pp","B01525310",1,"ADS OPERADOR PETROLÍFERO,  S.L.",0,0,0,0,0,0
"11","ee","B09378720",NA,"ADURIZ ENERGÍA, S.L.U.",14.7091,0.001893,0.057194,3884.42,5.77,3890.19
"12","pp","A76062967",NA,"AEGEAN BUNKERING COMBUSTIBLES  LAS PALMAS S.A.",0,0,0,0,0,0
"13","ee+g","A62943600",NA,"AGENTE DEL MERCADO ELÉCTRICO, S.A.",252.819,0.032536,0.983047,66765.16,32.07,66797.23
"14","ee","A17000837",NA,"AGRI-ENERGÍA,  S.A.",91.51,0.011777,0.355822,24166.22,32.05,24198.27
"15","ee","A22194856",NA,"AGUAS DE BARBASTRO  ELECTRICIDAD,  S.A.",0,0,0,0,0,0
"16","ee","B22350466",NA,"AGUAS DE BARBASTRO  ENERGÍA, S.L.",146.8,0.018892,0.570809,38767.36,57.09,38824.46
"17","ee","B66024464",NA,"AHORRO ENERGIA HOGAR INVESTMENTS, S.L.",16.9,0.002175,0.065713,4463,1.13,4464.13
"18","ee","B98373269",NA,"ALCANZIA ENERGIA, S.L.",451.307,0.05808,1.754836,119182.44,59.23,119241.67
"19","ee","B86787900",NA,"ALDEFE COMERCIALIZADORA DE ENERGÍA, S.L.U.",7.165,0.000922,0.02786,1892.15,0.47,1892.63
"20","ee+g","B39793294",NA,"ALDRO ENERGÍA Y SOLUCIONES,  S.L.U.",111.238175,0.014316,0.432532,29376.1,3.68,29379.78
"21","ee","B65163818",NA,"ALPAPAT, S.L.U.",0.083138,1.1e-05,0.000323,21.96,0.03,21.98
"22","ee+g","CHE105.974.401",NA,"ALPIQ AG",0,0,0,0,0,0
"23","ee+g","A82405788",2,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",0,0,0,0,0,0
"24","pp","B98735517",1.3,"ANAXIS SPAIN, S.L.",4.140491,0.000533,0.0161,1093.43,NA,1093.43
"25","pp","B18213173",1,"ANCAIS, S.L.",204.887,0.026367,0.796671,54107.14,0,54107.14
"26","ee+g","B93267300",NA,"ANOTHER ENERGY OPTION, S.L.",3.276,0.000422,0.012738,865.14,0.05,865.19
"27","pp","B65994311",3,"ANTRIL 5000, S.L.",476.18255,0.061281,1.85156,125751.65,0,125751.65
"28","ee","B76654771",1,"APELES ELECTRICIDAD,  S.L.",15.711236,0.002022,0.061091,4149.07,0,4149.07
"29","ee","B55639637",1,"AQUÍ ENERGÍA, S.L.",0,0,0,0,0,0
"30","ee","B65519647",NA,"ARACÁN ENERGÍA, S.L.",29.307344,0.003772,0.113957,7739.57,16.14,7755.71
"31","g","LU24894310",2,"ARCELORMITTAL ENERGY S.C.A.",0,0,0,0,0,0
"32","pp","B91507293",2.3,"ARCO FUEL IBERIAN, S.L.",0,0,0,0,NA,0
"33","ee","B78610532",NA,"ARCOS DE GRABA, S.L.",0,0,0,0,0,0
"34","ee","B06688568",2,"ASAL DE ENERGÍA S.L.",0,0,0,0,NA,0
"35","pp","B87292983",1,"ATLANTIC OIL STAR, S.L.",0,0,0,0,0,0
"36","ee","B25732314",NA,"ATLAS ENERGIA COMERCIAL, S.L.",73.72037,0.009487,0.28665,19468.29,17.25,19485.53
"37","glp","A11906773",NA,"ATLAS, S.A. COMBUSTIBLES  Y LUBRIFICANTES",258.85,0.033312,1.006497,68357.85,83.56,68441.41
"38","ee+g","A85258549",NA,"AUDAX ENERGÍA, S.A.",2739.19,0.352514,10.650906,723373.13,743.78,724116.91
"39","ee+g","B65552432",NA,"AURA ENERGÍA, S.L.",277.395,0.035699,1.078607,73255.26,74.41,73329.68
"40","ee","B17657719",3,"AURORA ENERGY SUPPLY, S.L.",7.454884,0.000959,0.028987,1968.71,1.07,1969.78
"41","ee","B87166435",1,"AVALIA ENERGÍA",1.113,0.000143,0.004328,293.92,0,293.92
"42","pp","A54616362",NA,"AVANZA PETRÓLEOS,  S.A.",2.63,0.000338,0.010226,694.54,16.22,710.76
"43","ee","A73444242",NA,"AVANZALIA ENERGÍA COMERCIALIZADORA, S.A.",71.995674,0.009265,0.279944,19012.82,0.27,19013.09
"44","g","752 377 937 00020",3,"AXEGAZ SAS",0,0,0,0,0,0
"45","ee+g","B83160994",NA,"AXPO IBERIA, S.L.",7308.307,0.940527,28.417194,1929998.61,1999.42,1931998.04
"46","ee","N0391453H",NA,"AXPO TRADING AG",0,0,0,0,0,0
"47","ee","B73852972",1,"AYLUZ COMERCIALIZADORA ELÉCTRICA, S.L.",0.414359,5.3e-05,0.001611,109.43,0,109.43
"48","g","B48969877",NA,"BAHÍA DE BIZKAIA ELECTRICIDAD,  S.L.",0,0,0,0,0,0
"49","ee","B17653213",NA,"BASSOLS ENERGÍA COMERCIAL,  S.L.",144.726556,0.018625,0.562746,38219.8,45.44,38265.24
"50","ee+g+pp","A33985540",1,"BETA RENOWABLE GROUP, S.A.",420.929,0.054171,1.636716,111160.13,137.55,111297.68
"51","pp","A91079715",NA,"BIOCARBURANTES CASTILLA Y LEÓN, S.A.",0,0,0,0,0,0
"52","pp","B27332360",3,"BIOCARBURANTES DE GALICIA, S.L.",0,0,0,0,0,0
"53","pp","B97526008",NA,"BIOCOM ENERGÍA, S.L.",0,0,0,0,0,0
"54","pp","A09453416",NA,"BIOCOM PISUERGA, S.A.",0,0,0,0,0,0
"55","pp","B22314975",NA,"BIODIESEL ARAGÓN, S.L.",0,0,0,0,0,0
"56","pp","B95407391",NA,"BIODIESEL BILBAO, S.L.",0,0,0,0,0,0
"57","pp","B31821564",NA,"BIODIESEL CAPARROSO,  S.L.",0,0,0,0,0,0
"58","pp","B83369488",NA,"BIOETANOL  DE LA MANCHA, S.L.",0,0,0,0,0,0
"59","pp","A36822146",NA,"BIOETANOL  GALICIA, S.A.",0,0,0,0,0,0
"60","pp","B98002264",NA,"BIOMAR OIL, S.L.",578.229081,0.074414,2.248352,152700.39,198.18,152898.57
"61","pp","B01415694",NA,"BIONOR BERANTEVILLA,  S.L.U.",0,0,0,0,0,0
"62","pp","A74010927",NA,"BIONORTE, S.A.",0.007278,1e-06,2.8e-05,1.92,0,1.92
"63","pp","B84688738",NA,"BIO-OILS HUELVA, S.L.",0,0,0,0,0,0
"64","pp","N0172374A",NA,"BIORO, NV",0,0,0,0,0,0
"65","pp","B63196398",NA,"BIOSUR TRANSFORMACIÓN, S.L.U.",0,0,0,0,0,0
"66","pp","B44210045",NA,"BIOTERUEL,  S.L.",299.693,0.038568,1.165309,79143.78,57.8,79201.58
"67","g","B39806062",NA,"BIROU GAS S.L.",0,0,0,0,0,0
"68","ee","CHE103258498",NA,"BKW ENERGIE AG",0,0,0,0,0,0
"69","pp","A28707172",NA,"BOMIN BUNKER OIL, S.A.",8.328,0.001072,0.032382,2199.28,60.23,2259.51
"70","pp","B25672213",NA,"BONAREA ENERGÍA, S.L.U.",2057.45,0.264779,8.000068,543337.28,435.22,543772.5
"71","g","A82422031",NA,"BP GAS EUROPE, S.A.U.",6540.2,0.841677,25.430531,1727154.72,737.65,1727892.37
"72","pp+glp","A28135846",NA,"BP OIL ESPAÑA, S.A.U.",34901,4.491507,135.707008,9216755.88,12720,9229475.89
"73","pp","B72284755",1,"CADOIL SPAIN, S.L.",0,0,0,0,NA,0
"74","pp","A64277361",NA,"CAMPA IBERIA, S.A.U.",0,0,0,0,0,0
"75","pp","B38229969",NA,"CANARY OIL, S.L.",204.376,0.026302,0.794684,53972.2,69.6,54041.8
"76","g","B84594340",NA,"CAPITAL ENERGY READ, S.L.",0,0,0,0,0,0
"77","pp","B63816482",NA,"CARBURANTS  AXOIL, S.L.",3600.55071,0.463365,14.000171,950843.73,1588.26,952431.99
"78","pp","B85473247",3,"CARDILES OIL COMPANY, S.L.",0.56479,7.3e-05,0.002196,149.15,0,149.15
"79","pp","B62583471",NA,"CARGILL, S.L.U.",0,0,0,0,0,0
"80","ee","B85969491",NA,"CARVISA ENERGIA, S.L.",63.275,0.008143,0.246035,16709.84,6.48,16716.32
"81","ee","B64376395",NA,"CATENERIBAS,  S.L.",2.751385,0.000354,0.010698,726.59,1.96,728.55
"82","ee+g","A61293387",1,"CATGAS ENERGÍA, S.A.",4.291,0.000552,0.016685,1133.18,0,1133.18
"83","ee","B66319138",1,"CEMOI ELECTRICITE,  S.L.",0,NA,NA,NA,NA,0
"84","ee","B98823933",2.3,"CC&A ACCESO ELÉCTRICO, S.L.",0,0,0,0,NA,0
"85","pp","B92923812",NA,"CENTRAL DE COMPRAS DTODO, S.L.",420.508681,0.054116,1.635081,111049.13,89.91,111139.04
"86","g","GB684966762",2,"CENTRICA ENERGY LIMITED",0,0,0,0,0,0
"87","pp+glp","A80298896",NA,"CEPSA COMERCIAL PETROLEO,  S.A. U.",83571.07,10.754995,324.952863,22069687.15,27233.35,22096920.5
"88","g","A82485335",NA,"CEPSA GAS COMERCIALIZADORA, S.A.",4872.546,0.627062,18.946123,1286755.88,2045.75,1288801.63
"89","ee+g","A28142552",NA,"CEPSA GAS Y ELECTRICIDAD,  S.A.",1077.98,0.138728,4.191554,284676.04,328.27,285004.31
"90","ee","B86986684",NA,"CHC COMERCIALIZADOR DE REFERENCIA,  S.L.U.",2,0.000257,0.007777,528.17,0,528.17
"91","ee","A74255282",NA,"CIDE HCENERGÍA S.A.",1236,0.159064,4.80599,326406.41,435.67,326842.09
"92","ee+g","B65445033",NA,"CLIDOM ENERGY, S.L.",300.33175,0.038651,1.167792,79312.47,63.91,79376.38
"93","pp","B91203083",3,"CLOVIA PETROLEUM,  S.L.",33.469454,0.004307,0.130141,8838.71,54.81,8893.52
"94","ee","B14888325",NA,"COMERCIAL Y ASESORA DE ELECTRICIDAD,  S.L.",3.543646,0.000456,0.013779,935.82,1.05,936.86
"95","ee","B24675811",2,"COMERCIALIZADORA DE ENERGÍA BENUZA Y BAÑESA S.L.",0,0,0,0,NA,0
"96","ee","A11507357",NA,"COMERCIALIZADORA ELECTRICA DE CADIZ, S.A.",207.980892,0.026766,0.808701,54924.19,75.26,54999.45
"97","ee","B98196249",NA,"COMERCIALIZADORA ELECTRICA DE MELIANA, S.L.",0,0,0,0,0,0
"98","ee","B73748097",NA,"COMERCIALIZADORA ELECTRICA DEL SURESTE, S.L.",5.65,0.000727,0.021969,1492.07,1.28,1493.35
"99","ee","B87314431",2.3,"COMERCIALIZADORA ENERGETICA  FINANCIERA,  S.L.",0,0,0,0,NA,0
"100","g","B87387296",1,"COMERCIALIZADORA GONZALEZ ENERGÍA, S.L.",0,0,0,0,NA,0
"101","g","A82444464",NA,"COMERCIALIZADORA IBÉRICA DE GAS Y ENERGÍA ELÉCTRICA, S.A.U.",0,0,0,0,0,0
"102","ee","B17650995",NA,"COMERCIALIZADORA LERSA , S.L.",23.098,0.002973,0.089813,6099.79,9.15,6108.93
"103","ee","B26514471",NA,"COMERCIALIZADORA RIOJANA DE ENERGÍA, S.L.",69.116052,0.008895,0.268747,18252.36,3.37,18255.73
"104","ee","B97007975",NA,"COMERCIALIZADORA SUMINISTROS  ESPECIALES  ALGINETENSES, S.L.",0,0,0,0,0,0
"105","ee","FR59957520901",NA,"COMPAGNIE  NATIONALE DU RHÓNE",0,0,0,0,0,0
"106","ee","B36000917",NA,"COMPAÑÍA DE ELECTRIFICACIÓN, S.L.",9.804,0.001262,0.038121,2589.07,3.48,2592.55
"107","glp","A83310946",NA,"COMPAÑÍA DE GAS LICUADO ZARAGOZA,  S.A.",0,0,0,0,0,0
"108","ee","B85551273",NA,"COMPAÑÍA ESCANDINAVA  DE ELECTRICIDAD  EN ESPAÑA, S.L.",31.28687,0.004026,0.121654,8262.33,15.98,8278.3
"109","pp","A28003119",3,"COMPAÑÍA ESPAÑOLA DE PETRÓLEOS,  S.A. (CEPSA)",0,0,0,0,NA,0
"110","ee","B65711855",NA,"COMPAÑÍA LUMISA ENERGÍAS, S.L.",13.061072,0.001681,0.050786,3449.21,2.63,3451.83
"111","pp","B22380190",NA,"COMPIR-OIL, S.L.",118.996291,0.015314,0.462698,31424.88,30.94,31455.82
"112","ee","B30819577",NA,"CONCISA, COMUNICACIÓN,MARKETING Y SERVICIOS, S.L.",3.333,0.000429,0.01296,880.19,0.45,880.64
"113","ee","F03013349",NA,"COOPERATIVA  ELÉCTRICA BENÉFICA CATRALENSE,  COOP. V.",12.20021,0.00157,0.047439,3221.87,4.03,3225.9
"114","ee","F03013257",NA,"COOPERATIVA  ELÉCTRICA BENÉFICA SAN FRANCISCO DE ASÍS, COOP. V.",68.29465,0.008789,0.265553,18035.45,24.3,18059.75
"115","ee","F46025136",NA,"COOPERATIVA  ELECTRICA DE CASTELLAR,  S.C.V.",8.958159,0.001153,0.034832,2365.7,3.08,2368.78
"116","ee","F03013323",NA,"COOPERATIVA  ELÉCTRICA-BENÉFICA ALBATERENSE, COOP.V.",20.281,0.00261,0.078859,5355.86,7.1,5362.96
"117","ee","F12057196",NA,"COOPERATIVA  VALENCIANA  ELECTRODISTRIBUIDORA DE FUERZA Y ALUMBRADO  SERRALLO, S.Coop.V.",0.33279,4.3e-05,0.001294,87.88,0.12,88.01
"118","ee","B54691589",NA,"CORPOLUX, S.L.",0.97245,0.000125,0.003781,256.81,0.21,257.01
"119","ee","A25445131",NA,"CORPORACIÓN  ALIMENTARIA  GUISSONA, S.A.",44.599,0.00574,0.173416,11777.83,6.5,11784.33
"120","g","B13377676",1,"CRINGAS, S.L.",0,0,0,0,0,0
"121","ee","B98516693",NA,"CYE ENERGIA, S.L.",7.91161,0.001018,0.030763,2089.32,0.58,2089.9
"122","ee","B04787024",NA,"DAIMUZ ENERGÍA, S.L.",1.184698,0.000152,0.004607,312.86,0,312.86
"123","ee+g","DK28113951",NA,"DANSKE COMMODITIES  A/S",47.6,0.006126,0.185085,12570.34,0,12570.34
"124","g+pp","B98790041",2,"DEVAL PETROLEUM,  S.L.",0,0,0,0,NA,0
"125","glp","A38453825",NA,"DISA GAS, S.A.",1047.8,0.134844,4.074204,276706.02,369.15,277075.17
"126","pp","B84070937",NA,"DISA PENÍNSULA,  S.L.U.",14264.36,1.83572,55.464704,3766972.98,5184.73,3772157.71
"127","pp","A38453809",NA,"DISA RED DE SERVICIOS PETROLÍFEROS, S.A.",4176.73,0.537515,16.240553,1103002.8,1463.19,1104465.99
"128","pp","B84070960",NA,"DISA RETAIL ATLÁNTICO,  S.L.U.",1649.84,0.212323,6.415141,435694.47,614.53,436308.99
"129","pp","B38862132",NA,"DISA SUMINISTROS  Y TRADING, S.L.U.",0,0,0,0,0,0
"130","ee","B02261535",NA,"DISTRIBUCIÓN  ELÉCTRICA CARIDAD E ILDEFONSO, S.L.",9.088464,0.00117,0.035339,2400.11,2.14,2402.25
"131","ee","B25467887",NA,"DISTRIBUIDORA  ELÉCTRICA D'ALBATERREC, S.L.",3.071,0.000395,0.011941,811,1.18,812.18
"132","ee","A36021962",NA,"DISTRIBUIDORA  ELÉCTRICA DE CATOIRA, S.A.",2.578,0.000332,0.010024,680.81,0.91,681.72
"133","ee","B25445693",NA,"DISTRIBUIDORA  ELÉCTRICA DE MONTOLIU, S.L.",1.549,0.000199,0.006023,409.06,0.74,409.8
"134","ee","B98202237",NA,"DREUE ELECTRIC, S.L.",135.43,0.017429,0.526598,35764.74,15.79,35780.53
"135","ee","B86863610",1,"DRK ENERGY, S.L.",0,0,0,0,NA,0
"136","ee+g","CHE105.222.146",NA,"DUFENERGY TRADING S.A.",0,0,0,0,-38295.63,-38295.63
"137","pp","B48503585",NA,"DYNEFF ESPAÑA, S.L.U.",3335.367,0.429238,12.969046,880813.26,1226.53,882039.78
"138","pp","N0055123D",NA,"ECO FOX, SRL",0,0,0,0,0,0
"139","pp","A81406266",NA,"ECOCARBURANTES ESPAÑOLES, S.A.",0.92,0.000118,0.003577,242.96,0.15,243.11
"140","ee","B38920500",NA,"ECOENERGÉTICA DE CANARIAS, S.L.",0,0,0,0,0,0
"141","ee","B04827101",2,"ECOEQ ALMERIA, S.L.",0,0,0,0,NA,0
"142","ee","B04738209",NA,"ECOEQ ENERGÉTICA,  S.L.",10.268549,0.001321,0.039928,2711.75,4.57,2716.32
"143","pp","A08396319",NA,"ECOMOTION BIODIESEL, S.A.",0,0,0,0,6.07,6.07
"144","pp","DE239798514",NA,"ECOMOTION,  GMBH",0,0,0,0,0,0
"145","ee","F19300045",1,"ECONACTIVA  S. COOP DE C-LM",0,0,0,0,NA,0
"146","ee+g","GB 735547907",NA,"EDF TRADING LIMITED",0,0,0,0,0,0
"147","g","8263330014",1,"EDISON S.P.A.",0,0,0,0,0,0
"148","ee+g","A74251836",NA,"EDP COMERCIALIZADORA DE ULTIMO RECURSO, S.A.",767.77,0.098806,2.985352,202754.9,282,203036.89
"149","ee+g","A95000295",NA,"EDP COMERCIALIZADORA, S.A.U.",9081.76,1.168757,35.312985,2398337.15,4046.59,2402383.74
"150","ee","B74286030",NA,"EDP EMPRESA DE SERVICIOS ENERGÉTICOS,  S.L.",0,0,0,0,0,0
"151","g","B74293978",NA,"EDP ENERGÍA GAS, S.L.",0,0,0,0,0,0
"152","ee+g","A33543547",NA,"EDP ENERGÍA S.A.U.",13237.29,1.703544,51.471105,3495741.4,5377.42,3501118.81
"153","g","PT508202370",NA,"EDP GÁS.COM-COMÉRCIO DE GÁS NATURAL, S.A",0,0,0,0,0,0
"154","pp","B95822490",2.3,"ELCANO ENERGÍA, S.L.",0,0,0,0,NA,0
"155","ee","B14988125",NA,"ELECNOVA SIGLO XXI, S.L.",0.41,5.3e-05,0.001594,108.27,0,108.27
"156","ee","B36878510",NA,"ELECTRA ALTO MIÑO COMERCIALIZADORA DE ENERGIA, S.L.U.",34.4722,0.004436,0.13404,9103.52,12.3,9115.82
"157","ee","B17659111",NA,"ELECTRA AVELLANA COMERCIAL,  S.L.",66.15182,0.008513,0.257221,17469.56,21.16,17490.73
"158","ee","A62420815",NA,"ELECTRA CALDENSE ENERGIA, S.A.",76.7,0.009871,0.298236,20255.16,27.35,20282.51
"159","ee","B94133535",2,"ELECTRA CUNTIENSE COMERCIALIZADORA, S.L.U.",0,0,0,0,NA,0
"160","ee","B36350361",NA,"ELECTRA CUNTIENSE,  S.L.U.",7.987,0.001028,0.031056,2109.23,2.89,2112.12
"161","ee","A25466939",NA,"ELECTRA DEL CARDENER ENERGIA, S.A.",31.274795,0.004025,0.121607,8259.14,10.69,8269.83
"162","ee","A12542296",NA,"ELECTRA ENERGIA, S.A.U.",54.906278,0.007066,0.213494,14499.81,18.95,14518.76
"163","ee","A33531690",NA,"ELECTRA NORTE ENERGÍA, S.A.U.",11.04054,0.001421,0.042929,2915.62,4.93,2920.55
"164","ee","B62419015",NA,"ELECTRACOMERCIAL CENTELLES, S.L.",22.988455,0.002958,0.089387,6070.86,7.96,6078.82
"165","ee","B53482774",NA,"ELECTRICA ALBATERENSE,  S.L.",2.427,0.000312,0.009437,640.93,0.82,641.75
"166","ee","F46024428",NA,"ELECTRICA ALGIMIA DE ALFARA, S.COOP.V.",1.963,0.000253,0.007633,518.39,0.68,519.07
"167","ee","B25389354",NA,"ELÉCTRICA ANTONIO MADRID, S.L.",2.957807,0.000381,0.011501,781.11,1.07,782.18
"168","ee","B24224248",NA,"ELECTRICA BAÑESA, S.L.",1.030591,0.000133,0.004007,272.16,0.21,272.37
"169","ee","B53485140",NA,"ELECTRICA CATRALENSE,  S.L.",4.194175,0.00054,0.016308,1107.61,1.59,1109.2
"170","ee","F03013331",NA,"ELÉCTRICA DE CALLOSA DE SEGURA, C.V.",25.346004,0.003262,0.098554,6693.45,8.83,6702.28
"171","ee","F46233680",NA,"ELECTRICA DE CHERA, S.C.V.",1.10965,0.000143,0.004315,293.04,0.43,293.47
"172","ee","F46004750",NA,"ELECTRICA DE GUADASSUAR  COOP. V.",14.2707,0.001837,0.055489,3768.65,5.39,3774.04
"173","ee","B25780800",1,"ELECTRICA DE GUIXES ENERGÍA, S.L.",0.467034,6e-05,0.001816,123.34,0,123.34
"174","ee","B25025164",NA,"ELÉCTRICA DE GUIXES, S.L.",5.344228,0.000688,0.02078,1411.32,9.34,1420.66
"175","ee","F46004768",NA,"ELÉCTRICA DE MELIANA, S.C.V.",8.36831,0.001077,0.032539,2209.93,2.9,2212.83
